,Player,Year,Season,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Duration,Major Injury,Minor Injury Count,Previous Major Injury Count
18546,Marco Belinelli,2015,1,13,29,SAC,68,7,24.6,0.14634146341463414,0.3780487804878049,0.386,0.05284552845528455,0.17886178861788618,0.306,0.09349593495934957,0.2032520325203252,0.456,0.457,0.06910569105691056,0.08130081300813008,0.833,0.004065040650406504,0.06504065040650406,0.06910569105691056,0.07723577235772357,0.02032520325203252,0.0,0.048780487804878044,0.05284552845528455,0.41463414634146334,100.0,1,0.0,1.0
18547,Anthony Bennett,2015,1,3,22,TOR,19,0,4.4,0.09090909090909091,0.3181818181818181,0.296,0.045454545454545456,0.15909090909090906,0.214,0.06818181818181818,0.15909090909090906,0.385,0.352,0.11363636363636363,0.11363636363636363,0.9,0.06818181818181818,0.20454545454545453,0.2727272727272727,0.0,0.06818181818181818,0.0,0.045454545454545456,0.09090909090909091,0.3409090909090909,21.0,0,1.0,0.0
18548,Patrick Beverley,2015,1,6,27,HOU,71,63,28.7,0.1254355400696864,0.29268292682926833,0.434,0.059233449477351915,0.15331010452961674,0.4,0.06620209059233449,0.13937282229965156,0.472,0.539,0.027874564459930317,0.04181184668989547,0.682,0.03484320557491289,0.08710801393728224,0.12195121951219512,0.11846689895470383,0.04529616724738676,0.013937282229965159,0.04529616724738676,0.11498257839721254,0.34494773519163763,5.0,0,2.0,1.0
18550,Bismack Biyombo,2015,1,0,23,TOR,82,22,22.0,0.08636363636363636,0.1590909090909091,0.542,0.0,0.0,0.0,0.08636363636363636,0.1590909090909091,0.544,0.542,0.07727272727272727,0.12727272727272726,0.628,0.1,0.2636363636363636,0.36363636363636365,0.018181818181818184,0.009090909090909092,0.07272727272727274,0.04090909090909091,0.12272727272727274,0.25,0.0,0,0.0,0.0
18551,Nemanja Bjelica,2015,1,3,27,MIN,60,0,17.9,0.1005586592178771,0.21787709497206706,0.468,0.044692737430167606,0.11731843575418996,0.384,0.0558659217877095,0.1005586592178771,0.564,0.57,0.03910614525139665,0.05027932960893855,0.727,0.044692737430167606,0.15083798882681568,0.19553072625698326,0.0782122905027933,0.022346368715083803,0.022346368715083803,0.044692737430167606,0.1452513966480447,0.2849162011173184,100.0,1,1.0,0.0
18554,Tarik Black,2015,1,0,24,LAL,39,0,12.7,0.11811023622047245,0.21259842519685043,0.548,0.0,0.0,0.0,0.11811023622047245,0.21259842519685043,0.548,0.548,0.03937007874015748,0.09448818897637795,0.422,0.08661417322834647,0.2283464566929134,0.31496062992125984,0.03149606299212599,0.03149606299212599,0.03937007874015748,0.047244094488188976,0.15748031496062992,0.2677165354330709,32.0,0,3.0,0.0
18557,DeJuan Blair,2015,1,0,26,WAS,29,0,7.5,0.13333333333333333,0.30666666666666664,0.412,0.0,0.0,0.0,0.13333333333333333,0.30666666666666664,0.418,0.412,0.02666666666666667,0.05333333333333334,0.385,0.09333333333333332,0.17333333333333334,0.26666666666666666,0.05333333333333334,0.04,0.013333333333333334,0.06666666666666667,0.24000000000000002,0.28,100.0,1,0.0,0.0
18558,Steve Blake,2015,1,6,35,DET,58,2,17.0,0.09411764705882353,0.24117647058823527,0.388,0.052941176470588235,0.15294117647058825,0.344,0.041176470588235294,0.08823529411764706,0.461,0.496,0.01764705882352941,0.01764705882352941,0.8,0.011764705882352941,0.08235294117647059,0.08823529411764706,0.19999999999999998,0.023529411764705882,0.0058823529411764705,0.08235294117647059,0.07058823529411765,0.25882352941176473,0.0,0,0.0,1.0
18559,Eric Bledsoe,2015,1,6,26,PHO,31,31,34.2,0.21052631578947367,0.46491228070175433,0.453,0.043859649122807015,0.12280701754385964,0.372,0.1637426900584795,0.3421052631578947,0.482,0.502,0.13157894736842105,0.1608187134502924,0.802,0.017543859649122806,0.1023391812865497,0.11695906432748537,0.17836257309941517,0.05847953216374269,0.017543859649122806,0.1023391812865497,0.07017543859649122,0.5964912280701753,2.0,1,1.0,1.0
18561,Bojan Bogdanović,2015,1,9,26,BRK,79,39,26.8,0.15298507462686564,0.3544776119402985,0.433,0.05970149253731343,0.16044776119402984,0.382,0.09328358208955223,0.19402985074626866,0.474,0.519,0.05223880597014925,0.06343283582089553,0.833,0.018656716417910446,0.1044776119402985,0.11940298507462686,0.048507462686567165,0.014925373134328358,0.0037313432835820895,0.055970149253731345,0.055970149253731345,0.417910447761194,0.0,0,0.0,0.0
18562,Andrew Bogut,2015,1,0,31,GSW,70,66,20.7,0.12077294685990339,0.1932367149758454,0.627,0.0,0.0,1.0,0.12077294685990339,0.1932367149758454,0.626,0.629,0.014492753623188406,0.033816425120772944,0.48,0.0821256038647343,0.2560386473429952,0.33816425120772947,0.1111111111111111,0.024154589371980676,0.07729468599033817,0.057971014492753624,0.15458937198067635,0.26086956521739135,10.0,0,2.0,4.0
18564,Matt Bonner,2015,1,0,35,SAS,30,2,6.9,0.14492753623188406,0.27536231884057966,0.509,0.07246376811594203,0.15942028985507248,0.441,0.07246376811594203,0.11594202898550725,0.609,0.64,0.014492753623188406,0.014492753623188406,0.75,0.014492753623188406,0.11594202898550725,0.13043478260869565,0.043478260869565216,0.028985507246376812,0.0,0.014492753623188406,0.07246376811594203,0.36231884057971014,9.0,0,14.0,0.0
18578,Devin Booker,2015,1,13,19,PHO,76,51,27.7,0.17328519855595667,0.41155234657039713,0.423,0.04693140794223827,0.1371841155234657,0.343,0.1263537906137184,0.2743682310469314,0.464,0.48,0.10108303249097472,0.12274368231046931,0.84,0.01444043321299639,0.07581227436823106,0.09025270758122744,0.09386281588447654,0.021660649819494584,0.010830324909747292,0.07581227436823106,0.10830324909747292,0.4981949458483755,2.0,0,1.0,0.0
18579,Trevor Booker,2015,1,3,28,UTA,79,2,20.7,0.11594202898550725,0.23671497584541065,0.49,0.009661835748792272,0.024154589371980676,0.293,0.1111111111111111,0.21256038647342998,0.513,0.505,0.04347826086956522,0.06280193236714976,0.67,0.10144927536231885,0.1739130434782609,0.2753623188405797,0.053140096618357495,0.033816425120772944,0.024154589371980676,0.04830917874396135,0.10144927536231885,0.285024154589372,0.0,0,0.0,2.0
18580,Chris Bosh,2015,1,3,31,MIA,53,53,33.5,0.20298507462686566,0.43283582089552236,0.467,0.04477611940298507,0.12537313432835823,0.365,0.15522388059701492,0.3074626865671642,0.508,0.52,0.11940298507462686,0.15223880597014924,0.795,0.026865671641791045,0.19402985074626866,0.2208955223880597,0.07164179104477612,0.0208955223880597,0.01791044776119403,0.04477611940298507,0.05671641791044776,0.5701492537313433,100.0,1,0.0,2.0
18581,Avery Bradley,2015,1,13,25,BOS,76,72,33.4,0.17964071856287425,0.4011976047904192,0.447,0.05688622754491018,0.16167664670658685,0.361,0.12275449101796407,0.24251497005988024,0.505,0.52,0.038922155688622756,0.04790419161676647,0.78,0.017964071856287425,0.0688622754491018,0.08682634730538923,0.062874251497006,0.04491017964071856,0.008982035928143712,0.041916167664670656,0.0658682634730539,0.4550898203592814,2.0,0,2.0,1.0
18583,Elton Brand,2015,1,0,36,PHI,17,1,13.2,0.13636363636363638,0.31818181818181823,0.431,0.0,0.007575757575757577,0.0,0.13636363636363638,0.31818181818181823,0.437,0.431,0.03787878787878788,0.03787878787878788,0.889,0.03787878787878788,0.24242424242424246,0.28030303030303033,0.08333333333333334,0.03787878787878788,0.03787878787878788,0.045454545454545456,0.14393939393939395,0.3106060606060606,2.0,0,2.0,1.0
18585,Corey Brewer,2015,1,9,29,HOU,82,12,20.4,0.12745098039215688,0.32843137254901966,0.384,0.03431372549019608,0.13235294117647062,0.272,0.08823529411764706,0.19607843137254904,0.46,0.439,0.06372549019607844,0.08333333333333334,0.75,0.02450980392156863,0.09313725490196079,0.11764705882352941,0.06372549019607844,0.04901960784313726,0.009803921568627453,0.04901960784313726,0.09803921568627452,0.35294117647058826,0.0,0,0.0,2.0
18586,Aaron Brooks,2015,1,6,31,CHI,69,0,16.1,0.16770186335403725,0.42236024844720493,0.401,0.06211180124223602,0.16770186335403725,0.357,0.11180124223602483,0.2546583850931677,0.43,0.471,0.04347826086956521,0.05590062111801242,0.766,0.018633540372670804,0.07453416149068322,0.09316770186335403,0.16149068322981366,0.024844720496894408,0.006211180124223602,0.07453416149068322,0.11801242236024843,0.4409937888198757,0.0,0,0.0,1.0
18587,Anthony Brown,2015,1,9,23,LAL,29,11,20.7,0.06280193236714976,0.20772946859903382,0.31,0.033816425120772944,0.11594202898550725,0.286,0.033816425120772944,0.09178743961352658,0.339,0.389,0.028985507246376812,0.033816425120772944,0.85,0.014492753623188406,0.10144927536231885,0.11594202898550725,0.033816425120772944,0.024154589371980676,0.009661835748792272,0.024154589371980676,0.057971014492753624,0.1932367149758454,7.0,1,4.0,0.0
18592,Lorenzo Brown,2015,1,6,25,PHO,8,0,7.6,0.13157894736842105,0.4078947368421053,0.32,0.013157894736842106,0.13157894736842105,0.125,0.11842105263157895,0.27631578947368424,0.412,0.34,0.052631578947368425,0.06578947368421052,0.75,0.0,0.11842105263157895,0.11842105263157895,0.18421052631578946,0.052631578947368425,0.013157894736842106,0.14473684210526316,0.06578947368421052,0.32894736842105265,10.0,0,1.0,0.0
18593,Markel Brown,2015,1,13,24,BRK,62,6,15.8,0.12658227848101264,0.3291139240506329,0.394,0.03797468354430379,0.12658227848101264,0.314,0.08860759493670885,0.20253164556962025,0.443,0.453,0.06962025316455696,0.09493670886075949,0.755,0.02531645569620253,0.10126582278481013,0.12658227848101264,0.09493670886075949,0.03797468354430379,0.012658227848101266,0.056962025316455694,0.09493670886075949,0.37341772151898733,0.0,0,0.0,0.0
18594,Kobe Bryant,2015,1,9,37,LAL,66,66,28.2,0.2127659574468085,0.5992907801418439,0.358,0.07092198581560284,0.25177304964539005,0.285,0.14184397163120568,0.34751773049645396,0.41,0.417,0.12411347517730496,0.1524822695035461,0.826,0.02127659574468085,0.1099290780141844,0.13120567375886527,0.09929078014184396,0.03191489361702128,0.007092198581560284,0.07092198581560284,0.06028368794326241,0.624113475177305,3.0,0,8.0,1.0
18602,Chase Budinger,2015,1,9,27,TOT,132,4,14.100757575757576,0.11346908075001343,0.2553054316875302,0.435,0.028367270187503357,0.09219362810938592,0.279,0.08510181056251007,0.16311180357814428,0.523,0.485,0.04255090528125503,0.05673454037500671,0.696,0.04964272282813087,0.11346908075001343,0.16311180357814428,0.0709181754687584,0.0354590877343792,0.014183635093751678,0.04964272282813087,0.06382635792188256,0.2907645194219094,0.0,0,0.0,0.0
18605,Reggie Bullock,2015,1,9,24,DET,37,0,11.6,0.10344827586206896,0.22413793103448276,0.439,0.05172413793103448,0.12068965517241378,0.415,0.05172413793103448,0.10344827586206896,0.467,0.551,0.034482758620689655,0.034482758620689655,0.933,0.034482758620689655,0.12931034482758622,0.15517241379310345,0.06034482758620689,0.02586206896551724,0.008620689655172414,0.017241379310344827,0.06896551724137931,0.28448275862068967,0.0,0,0.0,0.0
18606,Trey Burke,2015,1,6,23,UTA,64,0,21.3,0.1924882629107981,0.4647887323943662,0.413,0.06572769953051642,0.18779342723004694,0.344,0.1267605633802817,0.27699530516431925,0.46,0.483,0.046948356807511735,0.06103286384976526,0.817,0.01408450704225352,0.07042253521126761,0.08450704225352113,0.10798122065727699,0.023474178403755867,0.004694835680751174,0.06103286384976526,0.06103286384976526,0.4976525821596244,0.0,0,0.0,0.0
18607,Alec Burks,2015,1,13,24,UTA,31,3,25.7,0.17120622568093388,0.4202334630350195,0.41,0.038910505836575876,0.09727626459143969,0.405,0.13229571984435798,0.31906614785992216,0.412,0.458,0.13229571984435798,0.17509727626459146,0.752,0.019455252918287938,0.11673151750972763,0.13618677042801558,0.07782101167315175,0.023346303501945526,0.003891050583657588,0.06225680933852141,0.08949416342412451,0.5175097276264592,102.0,1,0.0,1.0
18608,Caron Butler,2015,1,9,35,SAC,17,1,10.4,0.14423076923076922,0.3365384615384615,0.424,0.019230769230769232,0.10576923076923077,0.167,0.125,0.23076923076923075,0.537,0.449,0.05769230769230769,0.0673076923076923,0.833,0.028846153846153844,0.09615384615384615,0.125,0.05769230769230769,0.04807692307692307,0.009615384615384616,0.019230769230769232,0.10576923076923077,0.3557692307692308,8.0,0,1.0,1.0
18609,Jimmy Butler,2015,1,13,26,CHI,67,67,36.9,0.1897018970189702,0.41734417344173447,0.454,0.02710027100271003,0.08401084010840108,0.312,0.16531165311653115,0.33604336043360433,0.489,0.485,0.15989159891598917,0.19241192411924118,0.832,0.032520325203252036,0.11382113821138212,0.14363143631436315,0.13008130081300814,0.04336043360433605,0.016260162601626018,0.05420054200542006,0.051490514905149054,0.5663956639566395,0.0,0,0.0,0.0
18610,Rasual Butler,2015,1,9,36,SAS,46,0,9.4,0.11702127659574468,0.24468085106382975,0.471,0.031914893617021274,0.11702127659574468,0.306,0.07446808510638298,0.1276595744680851,0.618,0.543,0.02127659574468085,0.031914893617021274,0.688,0.010638297872340425,0.1276595744680851,0.1276595744680851,0.05319148936170213,0.031914893617021274,0.05319148936170213,0.02127659574468085,0.02127659574468085,0.2872340425531915,3.0,0,5.0,1.0
18615,Bruno Caboclo,2015,1,9,20,TOR,6,1,7.2,0.02777777777777778,0.2777777777777778,0.083,0.02777777777777778,0.16666666666666666,0.143,0.0,0.11111111111111112,0.0,0.125,0.0,0.0,0.0,0.02777777777777778,0.02777777777777778,0.041666666666666664,0.02777777777777778,0.041666666666666664,0.02777777777777778,0.09722222222222221,0.041666666666666664,0.06944444444444445,13.0,1,8.0,1.0
18626,José Calderón,2015,1,6,34,NYK,72,72,28.1,0.10320284697508895,0.22419928825622773,0.459,0.04270462633451957,0.09964412811387899,0.414,0.06049822064056939,0.12455516014234874,0.496,0.552,0.021352313167259784,0.024911032028469747,0.875,0.010676156583629892,0.10320284697508895,0.11387900355871886,0.14590747330960852,0.03202846975088968,0.0035587188612099642,0.04270462633451957,0.06761565836298931,0.27046263345195726,0.0,0,0.0,0.0
18627,Kentavious Caldwell-Pope,2015,1,13,22,DET,76,76,36.7,0.1444141689373297,0.3433242506811989,0.42,0.04087193460490463,0.1335149863760218,0.309,0.10354223433242506,0.21253405994550406,0.489,0.479,0.0653950953678474,0.08174386920980926,0.811,0.024523160762942777,0.0762942779291553,0.1008174386920981,0.049046321525885554,0.03814713896457765,0.005449591280653951,0.03814713896457765,0.05994550408719346,0.3950953678474114,0.0,0,0.0,0.0
18628,Isaiah Canaan,2015,1,13,24,PHI,77,39,25.5,0.13333333333333333,0.3686274509803922,0.36,0.09019607843137255,0.24705882352941175,0.363,0.04313725490196079,0.12156862745098039,0.354,0.482,0.07450980392156863,0.09019607843137255,0.833,0.011764705882352941,0.0784313725490196,0.09019607843137255,0.07058823529411765,0.027450980392156862,0.00784313725490196,0.047058823529411764,0.06666666666666667,0.43137254901960786,0.0,0,0.0,1.0
18629,Clint Capela,2015,1,0,21,HOU,77,35,19.1,0.15706806282722513,0.27225130890052357,0.582,0.0,0.0,0.0,0.15706806282722513,0.26701570680628267,0.583,0.582,0.05235602094240837,0.14136125654450263,0.379,0.13089005235602094,0.20418848167539266,0.33507853403141363,0.031413612565445025,0.041884816753926704,0.06282722513089005,0.041884816753926704,0.13089005235602094,0.36649214659685864,0.0,0,0.0,1.0
18630,DeMarre Carroll,2015,1,9,29,TOR,26,22,30.2,0.13245033112582782,0.34437086092715236,0.389,0.05960264900662252,0.1490066225165563,0.39,0.076158940397351,0.19205298013245034,0.388,0.474,0.039735099337748346,0.06291390728476821,0.6,0.039735099337748346,0.11589403973509935,0.1556291390728477,0.033112582781456956,0.056291390728476824,0.006622516556291392,0.036423841059602655,0.07947019867549669,0.3642384105960265,5.0,1,4.0,1.0
18635,Vince Carter,2015,1,13,39,MEM,60,3,16.8,0.13095238095238096,0.3392857142857143,0.388,0.05952380952380952,0.16666666666666666,0.349,0.07142857142857142,0.17261904761904762,0.425,0.474,0.07142857142857142,0.08333333333333333,0.833,0.02976190476190476,0.11309523809523808,0.14285714285714285,0.05357142857142857,0.03571428571428571,0.017857142857142856,0.03571428571428571,0.10119047619047618,0.3928571428571428,0.0,0,0.0,0.0
18636,Michael Carter-Williams,2015,1,6,24,MIL,54,37,30.5,0.15081967213114753,0.3377049180327869,0.452,0.009836065573770491,0.03278688524590164,0.273,0.14426229508196722,0.3049180327868853,0.472,0.466,0.06557377049180328,0.09836065573770492,0.654,0.029508196721311476,0.1377049180327869,0.16721311475409834,0.17049180327868854,0.04918032786885246,0.02622950819672131,0.09180327868852459,0.09836065573770492,0.3770491803278688,8.0,0,1.0,0.0
18637,Omri Casspi,2015,1,3,27,SAC,69,21,27.2,0.15808823529411764,0.33088235294117646,0.481,0.05882352941176471,0.14705882352941177,0.409,0.09926470588235295,0.18382352941176472,0.537,0.571,0.05514705882352941,0.08455882352941176,0.648,0.029411764705882356,0.1875,0.21691176470588236,0.051470588235294115,0.029411764705882356,0.007352941176470589,0.051470588235294115,0.08088235294117647,0.4338235294117647,5.0,1,1.0,0.0
18639,Willie Cauley-Stein,2015,1,0,22,SAC,66,39,21.4,0.1355140186915888,0.2383177570093458,0.563,0.0,0.0,0.0,0.1355140186915888,0.2383177570093458,0.567,0.563,0.056074766355140186,0.08878504672897196,0.648,0.09345794392523366,0.1542056074766355,0.24766355140186916,0.028037383177570093,0.03271028037383177,0.04672897196261683,0.03271028037383177,0.10280373831775702,0.3271028037383178,28.0,0,1.0,0.0
18640,Mario Chalmers,2015,1,6,29,TOT,122,14,22.512295081967213,0.1332605133806663,0.32426724922628797,0.41,0.035536136901511015,0.10660841070453303,0.309,0.0977243764791553,0.21321682140906606,0.461,0.462,0.15991261605679957,0.1910067358456217,0.832,0.017768068450755507,0.0977243764791553,0.1154924449299108,0.1687966502821773,0.06218823957764427,0.008884034225377754,0.07995630802839979,0.1332605133806663,0.4575277626069543,1.0,0,3.0,1.0
18643,Tyson Chandler,2015,1,0,33,PHO,66,60,24.5,0.11428571428571428,0.19591836734693877,0.583,0.0,0.0,0.0,0.11428571428571428,0.19183673469387755,0.585,0.583,0.0653061224489796,0.10612244897959185,0.62,0.11020408163265306,0.24897959183673468,0.3551020408163265,0.04081632653061224,0.02040816326530612,0.02857142857142857,0.05714285714285714,0.08979591836734695,0.2938775510204082,14.0,0,1.0,1.0
18644,Rakeem Christmas,2015,1,3,24,IND,1,0,6.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.6666666666666666,64.0,1,0.0,0.0
18646,Ian Clark,2015,1,13,24,GSW,66,1,8.8,0.1477272727272727,0.35227272727272724,0.441,0.056818181818181816,0.1477272727272727,0.357,0.10227272727272727,0.20454545454545453,0.5,0.515,0.045454545454545456,0.056818181818181816,0.824,0.022727272727272728,0.09090909090909091,0.11363636363636363,0.11363636363636363,0.03409090909090909,0.022727272727272728,0.07954545454545453,0.10227272727272727,0.40909090909090906,3.0,1,3.0,0.0
18650,Coty Clarke,2015,1,9,23,BOS,3,0,2.0,0.35,0.65,0.5,0.35,0.35,1.0,0.0,0.35,0.0,0.75,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.15,0.0,1.0,2.0,1,1.0,0.0
18652,Jordan Clarkson,2015,1,13,23,LAL,79,79,32.3,0.18575851393188855,0.4303405572755418,0.433,0.043343653250773995,0.12693498452012383,0.347,0.14241486068111456,0.303405572755418,0.468,0.483,0.065015479876161,0.08049535603715172,0.804,0.03715170278637771,0.08668730650154799,0.12383900928792571,0.07430340557275542,0.03405572755417957,0.003095975232198143,0.052631578947368425,0.065015479876161,0.4798761609907121,4.0,0,1.0,0.0
18653,Norris Cole,2015,1,6,27,NOP,45,23,26.6,0.16541353383458646,0.40601503759398494,0.405,0.02631578947368421,0.08646616541353383,0.324,0.13533834586466165,0.31954887218045114,0.427,0.439,0.045112781954887216,0.05263157894736842,0.8,0.007518796992481203,0.11654135338345864,0.12781954887218044,0.13909774436090225,0.03007518796992481,0.0037593984962406013,0.06390977443609022,0.08646616541353383,0.39849624060150374,0.0,0,0.0,0.0
18654,Darren Collison,2015,1,6,28,SAC,74,15,30.0,0.16999999999999998,0.35,0.486,0.04,0.09666666666666666,0.401,0.13,0.2533333333333333,0.519,0.542,0.08666666666666667,0.10333333333333333,0.858,0.013333333333333334,0.06333333333333332,0.07666666666666666,0.14333333333333334,0.03333333333333333,0.0033333333333333335,0.060000000000000005,0.06333333333333332,0.4666666666666667,0.0,0,0.0,1.0
18655,Nick Collison,2015,1,3,35,OKC,59,4,11.8,0.06779661016949153,0.15254237288135591,0.459,0.0,0.0,0.0,0.06779661016949153,0.15254237288135591,0.467,0.459,0.03389830508474576,0.05084745762711864,0.697,0.10169491525423728,0.14406779661016947,0.24576271186440676,0.07627118644067796,0.02542372881355932,0.02542372881355932,0.06779661016949153,0.15254237288135591,0.17796610169491525,100.0,1,0.0,2.0
18656,Mike Conley,2015,1,6,28,MEM,56,56,31.4,0.16878980891719744,0.39490445859872614,0.422,0.044585987261146494,0.12101910828025478,0.363,0.12420382165605096,0.27388535031847133,0.449,0.478,0.10828025477707007,0.1305732484076433,0.834,0.01592356687898089,0.07961783439490447,0.09235668789808918,0.19426751592356686,0.03821656050955414,0.009554140127388535,0.04777070063694268,0.05732484076433121,0.48726114649681534,0.0,0,0.0,0.0
18657,Pat Connaughton,2015,1,13,23,POR,34,0,4.2,0.09523809523809523,0.3333333333333333,0.265,0.023809523809523808,0.14285714285714285,0.238,0.047619047619047616,0.19047619047619047,0.286,0.316,0.023809523809523808,0.023809523809523808,1.0,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.023809523809523808,0.0,0.07142857142857142,0.047619047619047616,0.2619047619047619,0.0,0,0.0,0.0
18658,Chris Copeland,2015,1,3,31,MIL,24,1,6.5,0.10769230769230768,0.3230769230769231,0.333,0.06153846153846154,0.23076923076923078,0.278,0.04615384615384615,0.0923076923076923,0.467,0.431,0.04615384615384615,0.04615384615384615,0.857,0.0,0.06153846153846154,0.06153846153846154,0.07692307692307693,0.015384615384615385,0.0,0.04615384615384615,0.10769230769230768,0.3230769230769231,0.0,0,0.0,1.0
18659,Bryce Cotton,2015,1,6,23,TOT,16,0,4.8875,0.10230179028132992,0.2659846547314578,0.4,0.0,0.08184143222506395,0.0,0.10230179028132992,0.18414322250639387,0.571,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.08184143222506395,0.08184143222506395,0.0,0.1227621483375959,0.06138107416879795,0.20460358056265984,3.0,0,9.0,0.0
18668,DeMarcus Cousins,2015,1,0,25,SAC,65,65,34.6,0.2658959537572254,0.5924855491329479,0.451,0.031791907514450865,0.09248554913294797,0.333,0.23699421965317916,0.5,0.473,0.477,0.21098265895953755,0.29479768786127164,0.718,0.06936416184971098,0.26300578034682076,0.33236994219653176,0.0953757225433526,0.046242774566473986,0.040462427745664734,0.10982658959537571,0.10404624277456648,0.7774566473988439,6.0,1,2.0,1.0
18671,Robert Covington,2015,1,9,25,PHI,67,49,28.4,0.1443661971830986,0.3732394366197183,0.385,0.08802816901408451,0.2535211267605634,0.353,0.05633802816901409,0.11971830985915494,0.452,0.504,0.073943661971831,0.09154929577464789,0.791,0.035211267605633804,0.18661971830985916,0.22183098591549297,0.04929577464788732,0.05633802816901409,0.02112676056338028,0.073943661971831,0.12323943661971831,0.45070422535211274,0.0,0,0.0,1.0
18672,Allen Crabbe,2015,1,13,23,POR,81,8,26.0,0.14615384615384613,0.3230769230769231,0.459,0.05384615384615384,0.1346153846153846,0.393,0.09615384615384616,0.18846153846153849,0.506,0.541,0.04615384615384615,0.05384615384615384,0.867,0.011538461538461537,0.08846153846153845,0.10384615384615385,0.04615384615384615,0.03076923076923077,0.007692307692307693,0.03076923076923077,0.0923076923076923,0.3961538461538462,0.0,0,0.0,0.0
18673,Jamal Crawford,2015,1,13,35,LAC,79,5,26.9,0.17843866171003717,0.44237918215613387,0.404,0.05576208178438662,0.16356877323420077,0.34,0.12267657992565056,0.2788104089219331,0.44,0.466,0.11524163568773235,0.12639405204460966,0.904,0.011152416356877323,0.05947955390334573,0.06691449814126395,0.08550185873605948,0.026022304832713755,0.007434944237918216,0.05204460966542751,0.05576208178438662,0.5278810408921933,100.0,1,0.0,0.0
18674,Jae Crowder,2015,1,9,25,BOS,73,73,31.6,0.1550632911392405,0.3512658227848101,0.443,0.053797468354430375,0.1582278481012658,0.336,0.10443037974683543,0.1962025316455696,0.529,0.518,0.08544303797468354,0.10443037974683543,0.82,0.03164556962025316,0.13291139240506328,0.1613924050632911,0.056962025316455694,0.053797468354430375,0.01582278481012658,0.03481012658227848,0.08544303797468354,0.4493670886075949,16.0,0,1.0,0.0
18675,Dante Cunningham,2015,1,9,28,NOP,80,46,24.6,0.09349593495934957,0.2113821138211382,0.451,0.028455284552845524,0.08943089430894309,0.316,0.06504065040650406,0.12195121951219512,0.55,0.518,0.028455284552845524,0.04065040650406504,0.695,0.028455284552845524,0.08943089430894309,0.12195121951219512,0.04065040650406504,0.02032520325203252,0.016260162601626015,0.02032520325203252,0.08943089430894309,0.2479674796747967,0.0,0,0.0,0.0
18676,Jared Cunningham,2015,1,13,24,TOT,88,6,9.322727272727276,0.08581179912237931,0.2574353973671379,0.343,0.032179424670892236,0.09653827401267671,0.308,0.05363237445148706,0.16089712335446119,0.364,0.4,0.08581179912237931,0.13944417357386638,0.655,0.010726474890297414,0.08581179912237931,0.09653827401267671,0.05363237445148706,0.032179424670892236,0.0,0.05363237445148706,0.09653827401267671,0.28961482203803013,100.0,1,0.0,2.0
18679,Seth Curry,2015,1,6,25,SAC,44,9,15.7,0.1464968152866242,0.3248407643312102,0.455,0.07006369426751594,0.15923566878980894,0.45,0.07643312101910828,0.1656050955414013,0.46,0.567,0.06369426751592357,0.07643312101910828,0.833,0.012738853503184714,0.07643312101910828,0.08917197452229299,0.09554140127388536,0.03184713375796178,0.006369426751592357,0.050955414012738856,0.05732484076433121,0.43312101910828027,4.0,0,1.0,0.0
18680,Stephen Curry,2015,1,6,27,GSW,79,79,34.2,0.29824561403508765,0.5906432748538011,0.504,0.14912280701754382,0.327485380116959,0.454,0.14912280701754382,0.2631578947368421,0.566,0.63,0.13450292397660815,0.14912280701754382,0.908,0.02631578947368421,0.13450292397660815,0.15789473684210525,0.195906432748538,0.06140350877192982,0.005847953216374269,0.09649122807017542,0.05847953216374269,0.8801169590643274,0.0,0,0.0,1.0
18681,Troy Daniels,2015,1,13,24,CHO,43,0,11.1,0.1891891891891892,0.38738738738738737,0.476,0.12612612612612611,0.25225225225225223,0.484,0.06306306306306306,0.13513513513513514,0.462,0.634,0.009009009009009009,0.018018018018018018,0.556,0.018018018018018018,0.10810810810810811,0.11711711711711713,0.04504504504504505,0.02702702702702703,0.009009009009009009,0.05405405405405406,0.08108108108108109,0.5045045045045045,4.0,0,2.0,0.0
18683,Anthony Davis,2015,1,0,22,NOP,61,61,35.5,0.2591549295774648,0.5239436619718311,0.493,0.016901408450704224,0.05070422535211268,0.324,0.24225352112676055,0.476056338028169,0.511,0.508,0.14929577464788732,0.19718309859154928,0.758,0.05915492957746479,0.22816901408450704,0.29014084507042254,0.05352112676056338,0.036619718309859155,0.056338028169014086,0.056338028169014086,0.0676056338028169,0.6845070422535211,0.0,0,0.0,0.0
