,Season,Pos,Age,G,GS,MP,3PA,3P%,2PA,2P%,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,Major Injury,Minor Injury Count,Previous Major Injury Count
18115,1,6,28,71,36,26.4,0.0757575757575757,0.39,0.3257575757575757,0.452,0.1136363636363636,0.819,0.0189393939393939,0.1136363636363636,0.1174242424242424,0.0303030303030303,0.0037878787878787,0.0643939393939393,0.0681818181818181,0,1.0,0.0
18116,1,3,22,58,49,27.0,0.1185185185185185,0.283,0.3333333333333333,0.494,0.0814814814814814,0.744,0.0925925925925925,0.1888888888888888,0.0851851851851851,0.0296296296296296,0.0259259259259259,0.0481481481481481,0.0962962962962963,1,0.0,0.0
18117,1,9,25,29,13,14.8,0.081081081081081,0.306,0.1824324324324324,0.436,0.0945945945945945,0.634,0.0337837837837837,0.0878378378378378,0.054054054054054,0.027027027027027,0.0,0.0472972972972972,0.081081081081081,0,0.0,0.0
18118,1,6,26,73,72,30.5,0.0918032786885245,0.343,0.3049180327868853,0.496,0.1442622950819672,0.862,0.0131147540983606,0.0688524590163934,0.2295081967213114,0.0557377049180327,0.0131147540983606,0.0918032786885245,0.0622950819672131,0,2.0,1.0
18120,1,3,29,40,4,22.3,0.2152466367713004,0.321,0.1434977578475336,0.476,0.0538116591928251,0.717,0.0313901345291479,0.1883408071748878,0.0538116591928251,0.0179372197309417,0.0179372197309417,0.0582959641255605,0.085201793721973,0,0.0,0.0
18121,1,6,29,16,1,20.4,0.1862745098039215,0.3,0.2009803921568627,0.431,0.1029411764705882,0.706,0.0049019607843137,0.088235294117647,0.1372549019607843,0.0294117647058823,0.0,0.0539215686274509,0.088235294117647,0,0.0,0.0
18122,1,13,28,52,18,14.1,0.1205673758865248,0.375,0.1134751773049645,0.427,0.0638297872340425,0.729,0.0354609929078014,0.0921985815602837,0.0780141843971631,0.0567375886524822,0.0141843971631205,0.0496453900709219,0.1063829787234042,0,0.0,1.0
18123,1,13,37,77,18,21.3,0.1971830985915493,0.39,0.0751173708920187,0.504,0.028169014084507,0.813,0.0093896713615023,0.0657276995305164,0.0892018779342723,0.0422535211267605,0.0093896713615023,0.0469483568075117,0.0704225352112676,0,0.0,0.0
18124,1,6,25,134,2,25.797014925373137,0.2015737097894006,0.373,0.2597199722286507,0.457,0.2015737097894006,0.868,0.01938208747975,0.0697755149271002,0.1628095348299005,0.0348877574635501,0.00387641749595,0.0814047674149502,0.0852811849109002,1,6.0,0.0
18133,1,5,26,124,74,24.024193548387096,0.0166498825109097,0.318,0.2830480026854649,0.417,0.0665995300436388,0.727,0.0416247062772742,0.0874118831822759,0.0457871769050016,0.0249748237663645,0.0041624706277274,0.0499496475327291,0.0665995300436388,1,6.0,0.0
18142,1,3,26,17,0,11.4,0.0350877192982456,0.0,0.1666666666666666,0.545,0.0701754385964912,0.692,0.0789473684210526,0.2105263157894736,0.0350877192982456,0.0175438596491228,0.0087719298245614,0.0701754385964912,0.087719298245614,0,0.0,0.0
18143,1,3,28,2,0,3.5,0.0,0.0,0.1428571428571428,1.0,0.2857142857142857,1.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0,0.0,2.0
18144,1,13,23,71,23,25.0,0.16,0.401,0.144,0.426,0.052,0.708,0.0279999999999999,0.08,0.048,0.032,0.016,0.036,0.08,0,0.0,0.0
18145,1,3,28,81,63,24.6,0.0,0.0,0.2154471544715447,0.471,0.073170731707317,0.622,0.0691056910569105,0.1951219512195121,0.040650406504065,0.016260162601626,0.0284552845528455,0.040650406504065,0.1219512195121951,0,0.0,0.0
18146,1,13,24,77,77,31.9,0.2225705329153605,0.439,0.3072100313479624,0.481,0.1034482758620689,0.879,0.012539184952978,0.0909090909090909,0.0909090909090909,0.0344827586206896,0.0250783699059561,0.0595611285266457,0.0501567398119122,0,1.0,0.0
18147,1,3,23,82,15,26.8,0.0,0.0,0.2238805970149253,0.547,0.1119402985074626,0.641,0.1231343283582089,0.1753731343283582,0.0186567164179104,0.0149253731343283,0.0261194029850746,0.0373134328358208,0.085820895522388,0,0.0,1.0
18148,1,13,27,96,0,15.00625,0.1999167013744273,0.378,0.2798833819241982,0.426,0.0799666805497709,0.821,0.0333194502290712,0.0866305705955851,0.0533111203665139,0.0399833402748854,0.0066638900458142,0.0399833402748854,0.0533111203665139,0,0.0,0.0
18151,1,3,29,152,22,18.813157894736843,0.2019862917890613,0.366,0.0744160022380752,0.534,0.0478388585816198,0.783,0.0372080011190376,0.1275702895509861,0.0425234298503287,0.0159462861938732,0.0106308574625821,0.0372080011190376,0.0956777171632396,0,0.0,0.0
18154,1,9,29,78,63,30.6,0.1045751633986928,0.345,0.1437908496732026,0.506,0.0588235294117647,0.727,0.0490196078431372,0.1633986928104575,0.0522875816993464,0.0457516339869281,0.0098039215686274,0.0392156862745098,0.0751633986928104,0,1.0,0.0
18155,1,0,32,2,0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526315789473684,0.1052631578947368,0.0,0.0,0.0,0.0,0,1.0,2.0
18156,1,9,35,62,2,11.4,0.1929824561403509,0.432,0.0701754385964912,0.469,0.0175438596491228,0.545,0.0087719298245614,0.131578947368421,0.0526315789473684,0.0263157894736842,0.0087719298245614,0.043859649122807,0.0964912280701754,0,0.0,0.0
18157,1,13,26,82,57,27.6,0.0543478260869565,0.277,0.2753623188405796,0.458,0.0615942028985507,0.752,0.0181159420289855,0.1666666666666666,0.1992753623188405,0.036231884057971,0.0072463768115942,0.0869565217391304,0.0797101449275362,0,0.0,0.0
18158,1,3,27,33,0,3.9,0.0,0.0,0.1794871794871795,0.458,0.0769230769230769,0.778,0.0512820512820512,0.1538461538461538,0.0512820512820512,0.0512820512820512,0.0512820512820512,0.0512820512820512,0.1538461538461538,1,2.0,1.0
18161,1,6,32,79,12,18.9,0.0634920634920634,0.268,0.2751322751322752,0.539,0.0687830687830688,0.853,0.0158730158730158,0.0846560846560846,0.1481481481481481,0.0317460317460317,0.0052910052910052,0.0582010582010582,0.0582010582010582,0,0.0,0.0
18162,1,0,22,80,80,26.2,0.0,0.0,0.3091603053435114,0.573,0.1335877862595419,0.786,0.1030534351145038,0.2290076335877862,0.0190839694656488,0.015267175572519,0.0458015267175572,0.0534351145038167,0.1068702290076335,0,0.0,0.0
18163,1,0,32,26,26,24.5,0.0040816326530612,0.0,0.310204081632653,0.561,0.0693877551020408,0.733,0.0897959183673469,0.1755102040816326,0.0530612244897959,0.0285714285714285,0.0244897959183673,0.0530612244897959,0.0897959183673469,0,0.0,0.0
18164,1,6,28,82,29,24.3,0.176954732510288,0.379,0.1893004115226337,0.436,0.0329218106995884,0.758,0.0123456790123456,0.0987654320987654,0.1522633744855967,0.0246913580246913,0.0041152263374485,0.0617283950617283,0.0905349794238683,0,0.0,0.0
18165,1,3,30,64,1,10.6,0.330188679245283,0.376,0.2075471698113208,0.475,0.0471698113207547,0.571,0.0471698113207547,0.1792452830188679,0.0283018867924528,0.0188679245283018,0.0283018867924528,0.0377358490566037,0.0943396226415094,0,1.0,1.0
18166,1,3,19,25,0,10.4,0.048076923076923,0.385,0.2403846153846153,0.397,0.0961538461538461,0.692,0.1057692307692307,0.2211538461538461,0.0192307692307692,0.0192307692307692,0.0384615384615384,0.0384615384615384,0.0769230769230769,0,5.0,0.0
18171,1,0,24,74,74,34.2,0.0029239766081871,0.333,0.4736842105263157,0.524,0.0847953216374269,0.752,0.0935672514619883,0.2251461988304093,0.0584795321637426,0.0204678362573099,0.0204678362573099,0.0584795321637426,0.087719298245614,0,0.0,0.0
18172,1,13,33,62,62,31.8,0.050314465408805,0.284,0.4968553459119497,0.489,0.1886792452830188,0.768,0.0283018867924528,0.0817610062893081,0.1509433962264151,0.0377358490566037,0.0094339622641509,0.1069182389937106,0.0534591194968553,0,4.0,0.0
18176,1,13,23,160,46,27.609375,0.1122807017543859,0.297,0.3187323146576118,0.431,0.0796830786644029,0.68,0.0181097906055461,0.0688172043010752,0.0724391624221845,0.0398415393322014,0.0108658743633276,0.0507074136955291,0.0688172043010752,0,3.0,0.0
18179,1,9,27,24,13,26.2,0.2099236641221374,0.341,0.0572519083969465,0.361,0.0305343511450381,0.778,0.0114503816793893,0.1183206106870229,0.0458015267175572,0.0381679389312977,0.015267175572519,0.0381679389312977,0.1221374045801526,0,0.0,0.0
18180,1,6,24,62,58,34.2,0.131578947368421,0.304,0.3304093567251462,0.418,0.1345029239766081,0.827,0.0175438596491228,0.087719298245614,0.1491228070175438,0.0409356725146198,0.0146198830409356,0.0467836257309941,0.043859649122807,1,1.0,0.0
18182,1,6,24,79,79,35.9,0.075208913649025,0.3,0.3342618384401114,0.478,0.128133704735376,0.785,0.0139275766016713,0.116991643454039,0.2785515320334262,0.0473537604456824,0.0167130919220055,0.1058495821727019,0.064066852367688,0,0.0,0.0
18183,1,9,32,32,0,8.9,0.0112359550561797,0.333,0.1123595505617977,0.419,0.0561797752808988,0.4,0.0561797752808988,0.146067415730337,0.0337078651685393,0.0561797752808988,0.0112359550561797,0.0674157303370786,0.0674157303370786,0,0.0,0.0
18184,1,9,21,40,1,15.4,0.0324675324675324,0.238,0.3116883116883117,0.56,0.0324675324675324,0.737,0.0649350649350649,0.0714285714285714,0.0389610389610389,0.0324675324675324,0.0129870129870129,0.0454545454545454,0.0844155844155844,0,4.0,0.0
18188,1,6,30,57,21,24.9,0.1244979919678715,0.4,0.1686746987951807,0.459,0.1164658634538152,0.826,0.0120481927710843,0.1004016064257028,0.144578313253012,0.0401606425702811,0.0080321285140562,0.072289156626506,0.0763052208835341,0,2.0,2.0
18190,1,3,24,2,0,3.5,0.1428571428571428,0.0,0.1428571428571428,0.0,0.0,0.0,0.2857142857142857,0.0,0.1428571428571428,0.0,0.0,0.0,0.1428571428571428,0,0.0,0.0
18191,1,9,24,51,1,13.2,0.0454545454545454,0.367,0.2651515151515151,0.408,0.0378787878787878,0.769,0.0454545454545454,0.1136363636363636,0.0606060606060606,0.0227272727272727,0.0151515151515151,0.053030303030303,0.0833333333333333,0,1.0,0.0
18192,1,9,28,32,0,11.0,0.1181818181818181,0.233,0.1363636363636363,0.292,0.1818181818181818,0.75,0.0272727272727272,0.1,0.0454545454545454,0.0181818181818181,0.0,0.0636363636363636,0.0727272727272727,0,0.0,0.0
18193,1,3,34,66,66,28.7,0.0104529616724738,0.2,0.3519163763066202,0.479,0.0836236933797909,0.739,0.0557491289198606,0.181184668989547,0.1184668989547038,0.024390243902439,0.024390243902439,0.0627177700348432,0.0836236933797909,0,0.0,1.0
18194,1,6,26,67,67,34.4,0.125,0.299,0.5145348837209303,0.457,0.2848837209302325,0.835,0.0552325581395348,0.1569767441860465,0.25,0.0610465116279069,0.005813953488372,0.127906976744186,0.0784883720930232,0,0.0,1.0
18195,1,0,25,48,32,23.8,0.0,0.0,0.3403361344537814,0.628,0.1386554621848739,0.5,0.1260504201680672,0.2941176470588235,0.0042016806722689,0.0252100840336134,0.1092436974789916,0.0504201680672268,0.1134453781512605,0,2.0,1.0
18197,1,3,23,20,0,5.4,0.0555555555555555,0.167,0.3333333333333333,0.5,0.2222222222222222,0.783,0.0925925925925925,0.1851851851851851,0.0555555555555555,0.0555555555555555,0.0185185185185185,0.0555555555555555,0.1666666666666666,1,5.0,0.0
18203,1,9,19,82,82,36.2,0.0414364640883977,0.31,0.3397790055248619,0.453,0.1574585635359116,0.76,0.0441988950276243,0.080110497237569,0.0580110497237569,0.0276243093922651,0.0165745856353591,0.0607734806629834,0.0635359116022099,0,0.0,0.0
18204,1,13,24,21,0,4.8,0.1875,0.368,0.1875,0.474,0.0208333333333333,1.0,0.0,0.0625,0.0833333333333333,0.0208333333333333,0.0,0.1041666666666666,0.0625,1,5.0,0.0
18211,1,6,30,68,55,31.1,0.112540192926045,0.367,0.2540192926045016,0.395,0.112540192926045,0.834,0.0128617363344051,0.0996784565916398,0.2122186495176848,0.0289389067524115,0.0096463022508038,0.0739549839228295,0.0739549839228295,0,2.0,1.0
18213,1,3,23,74,6,19.8,0.106060606060606,0.314,0.2222222222222222,0.511,0.1313131313131313,0.684,0.0303030303030303,0.1111111111111111,0.0353535353535353,0.0252525252525252,0.005050505050505,0.0404040404040404,0.0454545454545454,0,0.0,0.0
18214,1,13,25,26,0,9.169230769230769,0.1526845637583892,0.444,0.1635906040268456,0.316,0.0327181208053691,0.25,0.0,0.0654362416107382,0.0981543624161074,0.0327181208053691,0.0,0.0327181208053691,0.0981543624161074,0,3.0,1.0
18217,1,13,28,80,0,25.2,0.2222222222222222,0.34,0.2380952380952381,0.464,0.1944444444444444,0.861,0.0119047619047619,0.0634920634920635,0.0833333333333333,0.0436507936507936,0.0039682539682539,0.0515873015873015,0.0515873015873015,0,0.0,0.0
18218,1,3,28,78,37,26.1,0.1302681992337164,0.358,0.1111111111111111,0.5,0.0421455938697318,0.713,0.0268199233716475,0.160919540229885,0.0498084291187739,0.0344827586206896,0.0191570881226053,0.0306513409961685,0.0727969348659003,0,0.0,1.0
18219,1,6,32,136,66,29.105882352941176,0.1752223120452708,0.342,0.25767987065481,0.434,0.0962004850444624,0.872,0.0103071948261924,0.0755860953920776,0.2130153597413096,0.0240501212611156,0.0068714632174616,0.08589329021827,0.0824575586095392,0,0.0,0.0
18222,1,9,28,20,0,5.3,0.1886792452830188,0.158,0.1886792452830188,0.6,0.0377358490566037,1.0,0.0566037735849056,0.1132075471698113,0.0943396226415094,0.0188679245283018,0.0,0.0188679245283018,0.1132075471698113,1,5.0,2.0
18228,1,9,28,126,44,17.280158730158732,0.1620355486152574,0.36,0.1099526937032103,0.467,0.034721903274698,0.875,0.034721903274698,0.121526661461443,0.0405088871538143,0.0231479355164653,0.017360951637349,0.0289349193955816,0.121526661461443,0,0.0,1.0
18231,1,0,24,37,0,7.0,0.0,0.0,0.2428571428571428,0.5,0.1999999999999999,0.68,0.0857142857142857,0.1571428571428571,0.0428571428571428,0.0142857142857142,0.0714285714285714,0.0428571428571428,0.0999999999999999,1,0.0,0.0
