,Team,Year,Game_num,Date,Away_flag,Opponent,OT_flag
4065,Milwaukee Bucks,2020,15,"Thu, Jan 21, 2021",,Los Angeles Lakers,
4066,Milwaukee Bucks,2020,16,"Sun, Jan 24, 2021",,Atlanta Hawks,
4067,Milwaukee Bucks,2020,17,"Wed, Jan 27, 2021",@,Toronto Raptors,
4068,Milwaukee Bucks,2020,18,"Fri, Jan 29, 2021",@,New Orleans Pelicans,
4069,Milwaukee Bucks,2020,19,"Sat, Jan 30, 2021",@,Charlotte Hornets,
4070,Milwaukee Bucks,2020,20,"Mon, Feb 1, 2021",,Portland Trail Blazers,
4071,Milwaukee Bucks,2020,21,"Wed, Feb 3, 2021",,Indiana Pacers,
4072,Milwaukee Bucks,2020,22,"Fri, Feb 5, 2021",@,Cleveland Cavaliers,
4073,Milwaukee Bucks,2020,23,"Sat, Feb 6, 2021",@,Cleveland Cavaliers,
4074,Milwaukee Bucks,2020,24,"Mon, Feb 8, 2021",@,Denver Nuggets,
4075,Milwaukee Bucks,2020,25,"Wed, Feb 10, 2021",@,Phoenix Suns,
4076,Milwaukee Bucks,2020,26,"Fri, Feb 12, 2021",@,Utah Jazz,
4077,Milwaukee Bucks,2020,27,"Sun, Feb 14, 2021",@,Oklahoma City Thunder,
4078,Milwaukee Bucks,2020,28,"Tue, Feb 16, 2021",,Toronto Raptors,
4079,Milwaukee Bucks,2020,29,"Thu, Feb 18, 2021",,Toronto Raptors,
4080,Milwaukee Bucks,2020,30,"Fri, Feb 19, 2021",,Oklahoma City Thunder,
4081,Milwaukee Bucks,2020,31,"Sun, Feb 21, 2021",,Sacramento Kings,
4082,Milwaukee Bucks,2020,32,"Tue, Feb 23, 2021",,Minnesota Timberwolves,
4083,Milwaukee Bucks,2020,33,"Thu, Feb 25, 2021",,New Orleans Pelicans,
4084,Milwaukee Bucks,2020,34,"Sun, Feb 28, 2021",,Los Angeles Clippers,
4085,Milwaukee Bucks,2020,35,"Tue, Mar 2, 2021",,Denver Nuggets,
4086,Milwaukee Bucks,2020,36,"Thu, Mar 4, 2021",@,Memphis Grizzlies,
4087,Milwaukee Bucks,2020,37,"Thu, Mar 11, 2021",,New York Knicks,
4088,Milwaukee Bucks,2020,38,"Sat, Mar 13, 2021",@,Washington Wizards,
4089,Milwaukee Bucks,2020,39,"Mon, Mar 15, 2021",@,Washington Wizards,
4090,Milwaukee Bucks,2020,40,"Wed, Mar 17, 2021",@,Philadelphia 76ers,OT
4091,Milwaukee Bucks,2020,41,"Sat, Mar 20, 2021",,San Antonio Spurs,
4092,Milwaukee Bucks,2020,42,"Mon, Mar 22, 2021",,Indiana Pacers,
4093,Milwaukee Bucks,2020,43,"Wed, Mar 24, 2021",,Boston Celtics,
4094,Milwaukee Bucks,2020,44,"Fri, Mar 26, 2021",,Boston Celtics,
4095,Milwaukee Bucks,2020,45,"Sat, Mar 27, 2021",,New York Knicks,
4096,Milwaukee Bucks,2020,46,"Mon, Mar 29, 2021",@,Los Angeles Clippers,
4097,Milwaukee Bucks,2020,47,"Wed, Mar 31, 2021",@,Los Angeles Lakers,
4098,Milwaukee Bucks,2020,48,"Fri, Apr 2, 2021",@,Portland Trail Blazers,
4099,Milwaukee Bucks,2020,49,"Sat, Apr 3, 2021",@,Sacramento Kings,
4100,Milwaukee Bucks,2020,50,"Tue, Apr 6, 2021",@,Golden State Warriors,
4101,Milwaukee Bucks,2020,51,"Thu, Apr 8, 2021",@,Dallas Mavericks,
4102,Milwaukee Bucks,2020,52,"Fri, Apr 9, 2021",,Charlotte Hornets,
4103,Milwaukee Bucks,2020,53,"Sun, Apr 11, 2021",@,Orlando Magic,
4104,Milwaukee Bucks,2020,54,"Wed, Apr 14, 2021",@,Minnesota Timberwolves,
4105,Milwaukee Bucks,2020,55,"Thu, Apr 15, 2021",@,Atlanta Hawks,
4106,Milwaukee Bucks,2020,56,"Sat, Apr 17, 2021",,Memphis Grizzlies,
4107,Milwaukee Bucks,2020,57,"Mon, Apr 19, 2021",,Phoenix Suns,OT
4108,Milwaukee Bucks,2020,58,"Thu, Apr 22, 2021",,Philadelphia 76ers,
4109,Milwaukee Bucks,2020,59,"Sat, Apr 24, 2021",,Philadelphia 76ers,
4110,Milwaukee Bucks,2020,60,"Sun, Apr 25, 2021",@,Atlanta Hawks,
4111,Milwaukee Bucks,2020,61,"Tue, Apr 27, 2021",@,Charlotte Hornets,
4112,Milwaukee Bucks,2020,62,"Thu, Apr 29, 2021",@,Houston Rockets,
4113,Milwaukee Bucks,2020,63,"Fri, Apr 30, 2021",@,Chicago Bulls,
4114,Milwaukee Bucks,2020,64,"Sun, May 2, 2021",,Brooklyn Nets,
4115,Milwaukee Bucks,2020,65,"Tue, May 4, 2021",,Brooklyn Nets,
4116,Milwaukee Bucks,2020,66,"Wed, May 5, 2021",,Washington Wizards,
4117,Milwaukee Bucks,2020,67,"Fri, May 7, 2021",,Houston Rockets,
4118,Milwaukee Bucks,2020,68,"Mon, May 10, 2021",@,San Antonio Spurs,
4119,Milwaukee Bucks,2020,69,"Tue, May 11, 2021",,Orlando Magic,
4120,Milwaukee Bucks,2020,70,"Thu, May 13, 2021",@,Indiana Pacers,
4121,Milwaukee Bucks,2020,71,"Sat, May 15, 2021",,Miami Heat,
4122,Milwaukee Bucks,2020,72,"Sun, May 16, 2021",@,Chicago Bulls,
4123,Milwaukee Bucks,2020,73,"Sat, May 22, 2021",,Miami Heat,OT
4124,Milwaukee Bucks,2020,74,"Mon, May 24, 2021",,Miami Heat,
4125,Milwaukee Bucks,2020,75,"Thu, May 27, 2021",@,Miami Heat,
4126,Milwaukee Bucks,2020,76,"Sat, May 29, 2021",@,Miami Heat,
4127,Milwaukee Bucks,2020,77,"Sat, Jun 5, 2021",@,Brooklyn Nets,
4128,Milwaukee Bucks,2020,78,"Mon, Jun 7, 2021",@,Brooklyn Nets,
4129,Milwaukee Bucks,2020,79,"Thu, Jun 10, 2021",,Brooklyn Nets,
4130,Milwaukee Bucks,2020,80,"Sun, Jun 13, 2021",,Brooklyn Nets,
4131,Milwaukee Bucks,2020,81,"Tue, Jun 15, 2021",@,Brooklyn Nets,
4132,Milwaukee Bucks,2020,82,"Thu, Jun 17, 2021",,Brooklyn Nets,
4133,Milwaukee Bucks,2020,83,"Sat, Jun 19, 2021",@,Brooklyn Nets,OT
4134,Milwaukee Bucks,2020,84,"Wed, Jun 23, 2021",,Atlanta Hawks,
4135,Milwaukee Bucks,2020,85,"Fri, Jun 25, 2021",,Atlanta Hawks,
4136,Milwaukee Bucks,2020,86,"Sun, Jun 27, 2021",@,Atlanta Hawks,
4137,Milwaukee Bucks,2020,87,"Tue, Jun 29, 2021",@,Atlanta Hawks,
4138,Milwaukee Bucks,2020,88,"Thu, Jul 1, 2021",,Atlanta Hawks,
4139,Milwaukee Bucks,2020,89,"Sat, Jul 3, 2021",@,Atlanta Hawks,
4140,Milwaukee Bucks,2020,90,"Tue, Jul 6, 2021",@,Phoenix Suns,
4141,Milwaukee Bucks,2020,91,"Thu, Jul 8, 2021",@,Phoenix Suns,
4142,Milwaukee Bucks,2020,92,"Sun, Jul 11, 2021",,Phoenix Suns,
4143,Milwaukee Bucks,2020,93,"Wed, Jul 14, 2021",,Phoenix Suns,
4144,Milwaukee Bucks,2020,94,"Sat, Jul 17, 2021",@,Phoenix Suns,
4145,Milwaukee Bucks,2020,95,"Tue, Jul 20, 2021",,Phoenix Suns,
4146,Minnesota Timberwolves,2018,1,"Wed, Oct 17, 2018",@,San Antonio Spurs,
4147,Minnesota Timberwolves,2018,2,"Fri, Oct 19, 2018",,Cleveland Cavaliers,
4148,Minnesota Timberwolves,2018,3,"Sat, Oct 20, 2018",@,Dallas Mavericks,
4149,Minnesota Timberwolves,2018,4,"Mon, Oct 22, 2018",,Indiana Pacers,
4150,Minnesota Timberwolves,2018,5,"Wed, Oct 24, 2018",@,Toronto Raptors,
4151,Minnesota Timberwolves,2018,6,"Fri, Oct 26, 2018",,Milwaukee Bucks,
4152,Minnesota Timberwolves,2018,7,"Mon, Oct 29, 2018",,Los Angeles Lakers,
4153,Minnesota Timberwolves,2018,8,"Wed, Oct 31, 2018",,Utah Jazz,
4154,Minnesota Timberwolves,2018,9,"Fri, Nov 2, 2018",@,Golden State Warriors,
4155,Minnesota Timberwolves,2018,10,"Sun, Nov 4, 2018",@,Portland Trail Blazers,
4156,Minnesota Timberwolves,2018,11,"Mon, Nov 5, 2018",@,Los Angeles Clippers,
4157,Minnesota Timberwolves,2018,12,"Wed, Nov 7, 2018",@,Los Angeles Lakers,
4158,Minnesota Timberwolves,2018,13,"Fri, Nov 9, 2018",@,Sacramento Kings,
4159,Minnesota Timberwolves,2018,14,"Mon, Nov 12, 2018",,Brooklyn Nets,
4160,Minnesota Timberwolves,2018,15,"Wed, Nov 14, 2018",,New Orleans Pelicans,
4161,Minnesota Timberwolves,2018,16,"Fri, Nov 16, 2018",,Portland Trail Blazers,
4162,Minnesota Timberwolves,2018,17,"Sun, Nov 18, 2018",,Memphis Grizzlies,
4163,Minnesota Timberwolves,2018,18,"Wed, Nov 21, 2018",,Denver Nuggets,
4164,Minnesota Timberwolves,2018,19,"Fri, Nov 23, 2018",@,Brooklyn Nets,
4165,Minnesota Timberwolves,2018,20,"Sat, Nov 24, 2018",,Chicago Bulls,
4166,Minnesota Timberwolves,2018,21,"Mon, Nov 26, 2018",@,Cleveland Cavaliers,
4167,Minnesota Timberwolves,2018,22,"Wed, Nov 28, 2018",,San Antonio Spurs,
4168,Minnesota Timberwolves,2018,23,"Sat, Dec 1, 2018",,Boston Celtics,
4169,Minnesota Timberwolves,2018,24,"Mon, Dec 3, 2018",,Houston Rockets,
4170,Minnesota Timberwolves,2018,25,"Wed, Dec 5, 2018",,Charlotte Hornets,
4171,Minnesota Timberwolves,2018,26,"Sat, Dec 8, 2018",@,Portland Trail Blazers,
4172,Minnesota Timberwolves,2018,27,"Mon, Dec 10, 2018",@,Golden State Warriors,
4173,Minnesota Timberwolves,2018,28,"Wed, Dec 12, 2018",@,Sacramento Kings,
4174,Minnesota Timberwolves,2018,29,"Sat, Dec 15, 2018",@,Phoenix Suns,
4175,Minnesota Timberwolves,2018,30,"Mon, Dec 17, 2018",,Sacramento Kings,
4176,Minnesota Timberwolves,2018,31,"Wed, Dec 19, 2018",,Detroit Pistons,OT
4177,Minnesota Timberwolves,2018,32,"Fri, Dec 21, 2018",@,San Antonio Spurs,
4178,Minnesota Timberwolves,2018,33,"Sun, Dec 23, 2018",@,Oklahoma City Thunder,
4179,Minnesota Timberwolves,2018,34,"Wed, Dec 26, 2018",@,Chicago Bulls,
4180,Minnesota Timberwolves,2018,35,"Fri, Dec 28, 2018",,Atlanta Hawks,OT
4181,Minnesota Timberwolves,2018,36,"Sun, Dec 30, 2018",@,Miami Heat,
4182,Minnesota Timberwolves,2018,37,"Mon, Dec 31, 2018",@,New Orleans Pelicans,
4183,Minnesota Timberwolves,2018,38,"Wed, Jan 2, 2019",@,Boston Celtics,
4184,Minnesota Timberwolves,2018,39,"Fri, Jan 4, 2019",,Orlando Magic,
4185,Minnesota Timberwolves,2018,40,"Sun, Jan 6, 2019",,Los Angeles Lakers,
4186,Minnesota Timberwolves,2018,41,"Tue, Jan 8, 2019",@,Oklahoma City Thunder,
4187,Minnesota Timberwolves,2018,42,"Fri, Jan 11, 2019",,Dallas Mavericks,
4188,Minnesota Timberwolves,2018,43,"Sat, Jan 12, 2019",,New Orleans Pelicans,
4189,Minnesota Timberwolves,2018,44,"Tue, Jan 15, 2019",@,Philadelphia 76ers,
4190,Minnesota Timberwolves,2018,45,"Fri, Jan 18, 2019",,San Antonio Spurs,
4191,Minnesota Timberwolves,2018,46,"Sun, Jan 20, 2019",,Phoenix Suns,
4192,Minnesota Timberwolves,2018,47,"Tue, Jan 22, 2019",@,Phoenix Suns,
4193,Minnesota Timberwolves,2018,48,"Thu, Jan 24, 2019",@,Los Angeles Lakers,
4194,Minnesota Timberwolves,2018,49,"Fri, Jan 25, 2019",@,Utah Jazz,
4195,Minnesota Timberwolves,2018,50,"Sun, Jan 27, 2019",,Utah Jazz,
4196,Minnesota Timberwolves,2018,51,"Wed, Jan 30, 2019",,Memphis Grizzlies,OT
4197,Minnesota Timberwolves,2018,52,"Sat, Feb 2, 2019",,Denver Nuggets,
4198,Minnesota Timberwolves,2018,53,"Tue, Feb 5, 2019",@,Memphis Grizzlies,
4199,Minnesota Timberwolves,2018,54,"Thu, Feb 7, 2019",@,Orlando Magic,
4200,Minnesota Timberwolves,2018,55,"Fri, Feb 8, 2019",@,New Orleans Pelicans,
4201,Minnesota Timberwolves,2018,56,"Mon, Feb 11, 2019",,Los Angeles Clippers,
4202,Minnesota Timberwolves,2018,57,"Wed, Feb 13, 2019",,Houston Rockets,
4203,Minnesota Timberwolves,2018,58,"Fri, Feb 22, 2019",@,New York Knicks,
4204,Minnesota Timberwolves,2018,59,"Sat, Feb 23, 2019",@,Milwaukee Bucks,
4205,Minnesota Timberwolves,2018,60,"Mon, Feb 25, 2019",,Sacramento Kings,
4206,Minnesota Timberwolves,2018,61,"Wed, Feb 27, 2019",@,Atlanta Hawks,OT
4207,Minnesota Timberwolves,2018,62,"Thu, Feb 28, 2019",@,Indiana Pacers,
4208,Minnesota Timberwolves,2018,63,"Sun, Mar 3, 2019",@,Washington Wizards,
4209,Minnesota Timberwolves,2018,64,"Tue, Mar 5, 2019",,Oklahoma City Thunder,
4210,Minnesota Timberwolves,2018,65,"Wed, Mar 6, 2019",@,Detroit Pistons,
4211,Minnesota Timberwolves,2018,66,"Sat, Mar 9, 2019",,Washington Wizards,OT
4212,Minnesota Timberwolves,2018,67,"Sun, Mar 10, 2019",,New York Knicks,
4213,Minnesota Timberwolves,2018,68,"Tue, Mar 12, 2019",@,Denver Nuggets,
4214,Minnesota Timberwolves,2018,69,"Thu, Mar 14, 2019",@,Utah Jazz,
4215,Minnesota Timberwolves,2018,70,"Sun, Mar 17, 2019",@,Houston Rockets,
4216,Minnesota Timberwolves,2018,71,"Tue, Mar 19, 2019",,Golden State Warriors,
4217,Minnesota Timberwolves,2018,72,"Thu, Mar 21, 2019",@,Charlotte Hornets,
4218,Minnesota Timberwolves,2018,73,"Sat, Mar 23, 2019",@,Memphis Grizzlies,
4219,Minnesota Timberwolves,2018,74,"Tue, Mar 26, 2019",,Los Angeles Clippers,
4220,Minnesota Timberwolves,2018,75,"Fri, Mar 29, 2019",,Golden State Warriors,OT
4221,Minnesota Timberwolves,2018,76,"Sat, Mar 30, 2019",,Philadelphia 76ers,
4222,Minnesota Timberwolves,2018,77,"Mon, Apr 1, 2019",,Portland Trail Blazers,
4223,Minnesota Timberwolves,2018,78,"Wed, Apr 3, 2019",@,Dallas Mavericks,
4224,Minnesota Timberwolves,2018,79,"Fri, Apr 5, 2019",,Miami Heat,
4225,Minnesota Timberwolves,2018,80,"Sun, Apr 7, 2019",,Oklahoma City Thunder,
4226,Minnesota Timberwolves,2018,81,"Tue, Apr 9, 2019",,Toronto Raptors,
4227,Minnesota Timberwolves,2018,82,"Wed, Apr 10, 2019",@,Denver Nuggets,
4228,Minnesota Timberwolves,2019,1,"Wed, Oct 23, 2019",@,Brooklyn Nets,OT
4229,Minnesota Timberwolves,2019,2,"Fri, Oct 25, 2019",@,Charlotte Hornets,
4230,Minnesota Timberwolves,2019,3,"Sun, Oct 27, 2019",,Miami Heat,
4231,Minnesota Timberwolves,2019,4,"Wed, Oct 30, 2019",@,Philadelphia 76ers,
4232,Minnesota Timberwolves,2019,5,"Sat, Nov 2, 2019",@,Washington Wizards,
4233,Minnesota Timberwolves,2019,6,"Mon, Nov 4, 2019",,Milwaukee Bucks,
4234,Minnesota Timberwolves,2019,7,"Wed, Nov 6, 2019",@,Memphis Grizzlies,
4235,Minnesota Timberwolves,2019,8,"Fri, Nov 8, 2019",,Golden State Warriors,OT
4236,Minnesota Timberwolves,2019,9,"Sun, Nov 10, 2019",,Denver Nuggets,OT
4237,Minnesota Timberwolves,2019,10,"Mon, Nov 11, 2019",@,Detroit Pistons,
4238,Minnesota Timberwolves,2019,11,"Wed, Nov 13, 2019",,San Antonio Spurs,
4239,Minnesota Timberwolves,2019,12,"Fri, Nov 15, 2019",,Washington Wizards,
4240,Minnesota Timberwolves,2019,13,"Sat, Nov 16, 2019",,Houston Rockets,
4241,Minnesota Timberwolves,2019,14,"Mon, Nov 18, 2019",@,Utah Jazz,
4242,Minnesota Timberwolves,2019,15,"Wed, Nov 20, 2019",,Utah Jazz,
4243,Minnesota Timberwolves,2019,16,"Sat, Nov 23, 2019",,Phoenix Suns,
4244,Minnesota Timberwolves,2019,17,"Mon, Nov 25, 2019",@,Atlanta Hawks,
4245,Minnesota Timberwolves,2019,18,"Wed, Nov 27, 2019",@,San Antonio Spurs,
4246,Minnesota Timberwolves,2019,19,"Sun, Dec 1, 2019",,Memphis Grizzlies,
4247,Minnesota Timberwolves,2019,20,"Wed, Dec 4, 2019",@,Dallas Mavericks,
4248,Minnesota Timberwolves,2019,21,"Fri, Dec 6, 2019",@,Oklahoma City Thunder,OT
4249,Minnesota Timberwolves,2019,22,"Sun, Dec 8, 2019",@,Los Angeles Lakers,
4250,Minnesota Timberwolves,2019,23,"Mon, Dec 9, 2019",@,Phoenix Suns,
4251,Minnesota Timberwolves,2019,24,"Wed, Dec 11, 2019",,Utah Jazz,
4252,Minnesota Timberwolves,2019,25,"Fri, Dec 13, 2019",,Los Angeles Clippers,
4253,Minnesota Timberwolves,2019,26,"Wed, Dec 18, 2019",,New Orleans Pelicans,
4254,Minnesota Timberwolves,2019,27,"Fri, Dec 20, 2019",@,Denver Nuggets,
4255,Minnesota Timberwolves,2019,28,"Sat, Dec 21, 2019",@,Portland Trail Blazers,
4256,Minnesota Timberwolves,2019,29,"Mon, Dec 23, 2019",@,Golden State Warriors,
4257,Minnesota Timberwolves,2019,30,"Thu, Dec 26, 2019",@,Sacramento Kings,2OT
4258,Minnesota Timberwolves,2019,31,"Sat, Dec 28, 2019",,Cleveland Cavaliers,
4259,Minnesota Timberwolves,2019,32,"Mon, Dec 30, 2019",,Brooklyn Nets,OT
4260,Minnesota Timberwolves,2019,33,"Wed, Jan 1, 2020",@,Milwaukee Bucks,
4261,Minnesota Timberwolves,2019,34,"Thu, Jan 2, 2020",,Golden State Warriors,
4262,Minnesota Timberwolves,2019,35,"Sun, Jan 5, 2020",@,Cleveland Cavaliers,
4263,Minnesota Timberwolves,2019,36,"Tue, Jan 7, 2020",@,Memphis Grizzlies,
4264,Minnesota Timberwolves,2019,37,"Thu, Jan 9, 2020",,Portland Trail Blazers,
4265,Minnesota Timberwolves,2019,38,"Sat, Jan 11, 2020",@,Houston Rockets,
4266,Minnesota Timberwolves,2019,39,"Mon, Jan 13, 2020",,Oklahoma City Thunder,
4267,Minnesota Timberwolves,2019,40,"Wed, Jan 15, 2020",,Indiana Pacers,
4268,Minnesota Timberwolves,2019,41,"Fri, Jan 17, 2020",@,Indiana Pacers,
4269,Minnesota Timberwolves,2019,42,"Sat, Jan 18, 2020",,Toronto Raptors,
4270,Minnesota Timberwolves,2019,43,"Mon, Jan 20, 2020",,Denver Nuggets,
4271,Minnesota Timberwolves,2019,44,"Wed, Jan 22, 2020",@,Chicago Bulls,
4272,Minnesota Timberwolves,2019,45,"Fri, Jan 24, 2020",,Houston Rockets,
4273,Minnesota Timberwolves,2019,46,"Sat, Jan 25, 2020",,Oklahoma City Thunder,
4274,Minnesota Timberwolves,2019,47,"Mon, Jan 27, 2020",,Sacramento Kings,OT
4275,Minnesota Timberwolves,2019,48,"Sat, Feb 1, 2020",@,Los Angeles Clippers,
4276,Minnesota Timberwolves,2019,49,"Mon, Feb 3, 2020",@,Sacramento Kings,
4277,Minnesota Timberwolves,2019,50,"Wed, Feb 5, 2020",,Atlanta Hawks,
4278,Minnesota Timberwolves,2019,51,"Sat, Feb 8, 2020",,Los Angeles Clippers,
4279,Minnesota Timberwolves,2019,52,"Mon, Feb 10, 2020",@,Toronto Raptors,
4280,Minnesota Timberwolves,2019,53,"Wed, Feb 12, 2020",,Charlotte Hornets,
4281,Minnesota Timberwolves,2019,54,"Fri, Feb 21, 2020",,Boston Celtics,
4282,Minnesota Timberwolves,2019,55,"Sun, Feb 23, 2020",@,Denver Nuggets,
4283,Minnesota Timberwolves,2019,56,"Mon, Feb 24, 2020",@,Dallas Mavericks,
4284,Minnesota Timberwolves,2019,57,"Wed, Feb 26, 2020",@,Miami Heat,
4285,Minnesota Timberwolves,2019,58,"Fri, Feb 28, 2020",@,Orlando Magic,
4286,Minnesota Timberwolves,2019,59,"Sun, Mar 1, 2020",,Dallas Mavericks,
4287,Minnesota Timberwolves,2019,60,"Tue, Mar 3, 2020",@,New Orleans Pelicans,
4288,Minnesota Timberwolves,2019,61,"Wed, Mar 4, 2020",,Chicago Bulls,
4289,Minnesota Timberwolves,2019,62,"Fri, Mar 6, 2020",,Orlando Magic,
4290,Minnesota Timberwolves,2019,63,"Sun, Mar 8, 2020",,New Orleans Pelicans,
4291,Minnesota Timberwolves,2019,64,"Tue, Mar 10, 2020",@,Houston Rockets,
4292,Minnesota Timberwolves,2020,1,"Wed, Dec 23, 2020",,Detroit Pistons,
4293,Minnesota Timberwolves,2020,2,"Sat, Dec 26, 2020",@,Utah Jazz,
4294,Minnesota Timberwolves,2020,3,"Sun, Dec 27, 2020",@,Los Angeles Lakers,
4295,Minnesota Timberwolves,2020,4,"Tue, Dec 29, 2020",@,Los Angeles Clippers,
4296,Minnesota Timberwolves,2020,5,"Fri, Jan 1, 2021",,Washington Wizards,
4297,Minnesota Timberwolves,2020,6,"Sun, Jan 3, 2021",,Denver Nuggets,
4298,Minnesota Timberwolves,2020,7,"Tue, Jan 5, 2021",@,Denver Nuggets,
4299,Minnesota Timberwolves,2020,8,"Thu, Jan 7, 2021",@,Portland Trail Blazers,
4300,Minnesota Timberwolves,2020,9,"Sat, Jan 9, 2021",,San Antonio Spurs,OT
4301,Minnesota Timberwolves,2020,10,"Sun, Jan 10, 2021",,San Antonio Spurs,
4302,Minnesota Timberwolves,2020,11,"Wed, Jan 13, 2021",,Memphis Grizzlies,
4303,Minnesota Timberwolves,2020,12,"Mon, Jan 18, 2021",@,Atlanta Hawks,
4304,Minnesota Timberwolves,2020,13,"Wed, Jan 20, 2021",,Orlando Magic,
4305,Minnesota Timberwolves,2020,14,"Fri, Jan 22, 2021",,Atlanta Hawks,
4306,Minnesota Timberwolves,2020,15,"Sat, Jan 23, 2021",,New Orleans Pelicans,
4307,Minnesota Timberwolves,2020,16,"Mon, Jan 25, 2021",@,Golden State Warriors,
4308,Minnesota Timberwolves,2020,17,"Wed, Jan 27, 2021",@,Golden State Warriors,
4309,Minnesota Timberwolves,2020,18,"Fri, Jan 29, 2021",,Philadelphia 76ers,
4310,Minnesota Timberwolves,2020,19,"Sun, Jan 31, 2021",,Cleveland Cavaliers,
4311,Minnesota Timberwolves,2020,20,"Mon, Feb 1, 2021",@,Cleveland Cavaliers,
4312,Minnesota Timberwolves,2020,21,"Wed, Feb 3, 2021",@,San Antonio Spurs,
4313,Minnesota Timberwolves,2020,22,"Fri, Feb 5, 2021",@,Oklahoma City Thunder,
4314,Minnesota Timberwolves,2020,23,"Sat, Feb 6, 2021",@,Oklahoma City Thunder,
4315,Minnesota Timberwolves,2020,24,"Mon, Feb 8, 2021",@,Dallas Mavericks,
4316,Minnesota Timberwolves,2020,25,"Wed, Feb 10, 2021",,Los Angeles Clippers,
4317,Minnesota Timberwolves,2020,26,"Fri, Feb 12, 2021",@,Charlotte Hornets,
4318,Minnesota Timberwolves,2020,27,"Sun, Feb 14, 2021",@,Toronto Raptors,
4319,Minnesota Timberwolves,2020,28,"Tue, Feb 16, 2021",,Los Angeles Lakers,
4320,Minnesota Timberwolves,2020,29,"Wed, Feb 17, 2021",,Indiana Pacers,OT
4321,Minnesota Timberwolves,2020,30,"Fri, Feb 19, 2021",,Toronto Raptors,
4322,Minnesota Timberwolves,2020,31,"Sun, Feb 21, 2021",@,New York Knicks,
4323,Minnesota Timberwolves,2020,32,"Tue, Feb 23, 2021",@,Milwaukee Bucks,
4324,Minnesota Timberwolves,2020,33,"Wed, Feb 24, 2021",@,Chicago Bulls,OT
4325,Minnesota Timberwolves,2020,34,"Sat, Feb 27, 2021",@,Washington Wizards,
4326,Minnesota Timberwolves,2020,35,"Sun, Feb 28, 2021",,Phoenix Suns,
4327,Minnesota Timberwolves,2020,36,"Wed, Mar 3, 2021",,Charlotte Hornets,
4328,Minnesota Timberwolves,2020,37,"Thu, Mar 11, 2021",@,New Orleans Pelicans,
4329,Minnesota Timberwolves,2020,38,"Sat, Mar 13, 2021",,Portland Trail Blazers,
4330,Minnesota Timberwolves,2020,39,"Sun, Mar 14, 2021",,Portland Trail Blazers,
4331,Minnesota Timberwolves,2020,40,"Tue, Mar 16, 2021",@,Los Angeles Lakers,
4332,Minnesota Timberwolves,2020,41,"Thu, Mar 18, 2021",@,Phoenix Suns,
4333,Minnesota Timberwolves,2020,42,"Fri, Mar 19, 2021",@,Phoenix Suns,
4334,Minnesota Timberwolves,2020,43,"Mon, Mar 22, 2021",,Oklahoma City Thunder,
4335,Minnesota Timberwolves,2020,44,"Wed, Mar 24, 2021",,Dallas Mavericks,
4336,Minnesota Timberwolves,2020,45,"Fri, Mar 26, 2021",,Houston Rockets,
4337,Minnesota Timberwolves,2020,46,"Sat, Mar 27, 2021",,Houston Rockets,
4338,Minnesota Timberwolves,2020,47,"Mon, Mar 29, 2021",@,Brooklyn Nets,
4339,Minnesota Timberwolves,2020,48,"Wed, Mar 31, 2021",,New York Knicks,
4340,Minnesota Timberwolves,2020,49,"Fri, Apr 2, 2021",@,Memphis Grizzlies,
4341,Minnesota Timberwolves,2020,50,"Sat, Apr 3, 2021",@,Philadelphia 76ers,
4342,Minnesota Timberwolves,2020,51,"Mon, Apr 5, 2021",,Sacramento Kings,
4343,Minnesota Timberwolves,2020,52,"Wed, Apr 7, 2021",@,Indiana Pacers,
4344,Minnesota Timberwolves,2020,53,"Fri, Apr 9, 2021",@,Boston Celtics,OT
4345,Minnesota Timberwolves,2020,54,"Sun, Apr 11, 2021",,Chicago Bulls,
4346,Minnesota Timberwolves,2020,55,"Tue, Apr 13, 2021",,Brooklyn Nets,
4347,Minnesota Timberwolves,2020,56,"Wed, Apr 14, 2021",,Milwaukee Bucks,
4348,Minnesota Timberwolves,2020,57,"Fri, Apr 16, 2021",,Miami Heat,
4349,Minnesota Timberwolves,2020,58,"Sun, Apr 18, 2021",@,Los Angeles Clippers,
4350,Minnesota Timberwolves,2020,59,"Tue, Apr 20, 2021",@,Sacramento Kings,
4351,Minnesota Timberwolves,2020,60,"Wed, Apr 21, 2021",@,Sacramento Kings,
4352,Minnesota Timberwolves,2020,61,"Sat, Apr 24, 2021",@,Utah Jazz,
4353,Minnesota Timberwolves,2020,62,"Mon, Apr 26, 2021",,Utah Jazz,
4354,Minnesota Timberwolves,2020,63,"Tue, Apr 27, 2021",@,Houston Rockets,
4355,Minnesota Timberwolves,2020,64,"Thu, Apr 29, 2021",,Golden State Warriors,
4356,Minnesota Timberwolves,2020,65,"Sat, May 1, 2021",,New Orleans Pelicans,OT
4357,Minnesota Timberwolves,2020,66,"Wed, May 5, 2021",,Memphis Grizzlies,
4358,Minnesota Timberwolves,2020,67,"Fri, May 7, 2021",@,Miami Heat,
4359,Minnesota Timberwolves,2020,68,"Sun, May 9, 2021",@,Orlando Magic,
4360,Minnesota Timberwolves,2020,69,"Tue, May 11, 2021",@,Detroit Pistons,
4361,Minnesota Timberwolves,2020,70,"Thu, May 13, 2021",,Denver Nuggets,
4362,Minnesota Timberwolves,2020,71,"Sat, May 15, 2021",,Boston Celtics,
